Brand,Product Name,Price,Stars,Reviews,Category,Weighted_Rating
Revolution Beauty,Revolution PRO Blur Stick Universal Face Primer,15.0,3.1,181,Primer,3.3260363012018646
Stila,All About The Blur Instant Blurring Stick,30.0,3.9,49,Primer,4.056584362139918
L'Oréal,Prime Lab Up to 24H Redness Eraser,16.99,4.1,29,Primer,4.176472781506339
e.l.f. Cosmetics,Putty Primer Trio,10.0,4.4,244,Primer,4.372529265016312
OLEHENRIKSEN,Banana Bright Illuminating Face Primer with Vitamin C,40.0,4.4,589,Primer,4.387466071272218
CoverGirl,TruBlend Skin Enhancer Cashmere Calm Primer,12.99,4.5,1454,Primer,4.491662035493313
Youthforia,PREGAME Daily Protective Primer,38.0,4.3,234,Primer,4.287825482011528
PÜR,4-in-1 Correcting Primer Redness Reducer,34.0,4.1,47,Primer,4.161591591591591
CHANEL,N°1 DE CHANEL SKIN ENHANCER Boosts Radiance - Evens - Perfects,68.0,4.4,14,Primer,4.266339869281046
e.l.f. Cosmetics,C-Brightening Putty Primer,12.0,4.5,62,Primer,4.383695090439277
Revolution Beauty,Hydrate Primer,8.0,4.0,26,Primer,4.143317793317794
Neutrogena,Hydro Boost Glow Primer + Serum,21.99,4.3,207,Primer,4.286523652365236
Dermablend,Brilliant Base Illuminating Primer,35.0,4.6,395,Primer,4.561287678143524
CoverGirl,TruBlend Skin Enhancer Velvet Blur Primer,12.99,4.5,1454,Primer,4.491662035493313
BeautyBio,Bronzing Blendrops SPF 46 Priming Drops,38.0,4.5,310,Primer,4.464830442256603
KVD Beauty,Lock-It Pore-Refining Primer,34.0,4.3,1118,Primer,4.297075395120087
Pixi,Flawless Beauty Primer Hydrating Glow Primer,22.0,4.7,26,Primer,4.397863247863248
Morphe 2,All A Blur Pore-Perfecting Stick,13.0,3.1,10,Primer,4.022472472472472
ELEMIS,Pro-Collagen Insta-Smooth Primer,84.0,4.5,89,Primer,4.407042544403139
CoverGirl,TruBlend Skin Enhancer Plush Plump Primer,12.99,4.5,1454,Primer,4.491662035493313
NYX Professional Makeup,Honeydew Me Up Plumping Dewy Face Primer,17.0,4.4,246,Primer,4.372717743472461
L.A. Girl,Blurring Putty Primer - Poreless,9.0,2.0,1,Primer,4.177359617682199
NYX Professional Makeup,Studio Perfect Color Correcting Primer in Lavender,14.0,3.8,1248,Primer,3.8149572649572647
L.A. Girl,Pro Prep HD Face Primer,6.0,4.1,79,Primer,4.145760821062026
CoverGirl,TruBlend Skin Enhancer Sticky Grip Primer,12.99,4.5,1454,Primer,4.491662035493313
L.A. Girl,Pro Prep HD Color Correcting Face Primer,7.0,3.3,28,Primer,3.872751322751323
Philosophy,Anti-Wrinkle Miracle Worker+ Line Correcting Primer,44.0,4.4,247,Primer,4.37281101614435
CoverGirl,Simply Ageless Anti Aging Foundation Primer,17.49,4.3,751,Primer,4.295727837064937
Erborian,Pink Primer & Care,20.5,4.7,49,Primer,4.4713991769547325
Pacifica,Glowy Vitamin C Skin Solve Face Primer,16.0,4.6,9,Primer,4.28710499490316
L.A. Girl,Prismatic Light Reflecting Primer,9.0,5.0,4,Primer,4.287822671156005
Pacifica,Dream Lit Illuminating Cloud Primer,14.0,5.0,2,Primer,4.2578362573099415
Pacifica,Kind Glaze Dewy Glow Layer Face Primer,16.0,4.3,25,Primer,4.25173364854216
L'Oréal,Prime Lab Up to 24H Dullness Reducer,16.99,3.2,5,Primer,4.123707370737074
Wet n Wild,Prime Focus Glass Correct Primer- Green,6.99,3.9,124,Primer,3.9872992461488033
Revlon,Illuminance Protect + Moisturize Primer SPF 30,16.99,4.4,1623,Primer,4.395233576399295
L.A. Girl,Instant Finish Tinted Primer,10.0,3.3,7,Primer,4.101851851851852
Revlon,PhotoReady Rose Glow Face Gloss,16.79,4.1,1916,Primer,4.102904523182372
ULTA Beauty Collection,Moisturizing Primer Spray,1.2,4.2,83,Primer,4.208927799394726
Revlon,PhotoReady Rose Glow Face Mist,16.79,4.0,283,Primer,4.031193979367496
FLOWER Beauty,Skin Smoothie Radiant Glow Primer,12.5,3.3,3,Primer,4.167983963344788
J.Cat Beauty,Prime Time Makeup Primer Spray,7.99,3.8,14,Primer,4.125163398692811
L.A. Girl,Let's Chill Hydrating Primer Stick,8.0,2.5,2,Primer,4.152573099415205
NABLA,Angel Aura Face Serum Primer,34.0,4.4,11,Primer,4.259242871189774
Essence,"Hello, Good Stuff! Skin Refining Primer",3.0,4.2,22,Primer,4.216995884773663
J.Cat Beauty,Prime & Glow Face Illuminator Coconut Extract Blue,7.99,2.0,1,Primer,4.177359617682199
FLOWER Beauty,Skin Smoothie Hydro Pop Primer,12.5,4.3,37,Primer,4.258754208754209
THE ROUTE,THE GIRLFRIEND - Skincare + Makeup Primer,50.0,4.2,30,Primer,4.215194996320824
jane iredale,Smooth Affair Facial Primer & Brightener,55.0,4.7,1015,Primer,4.67962962962963
DHC,Velvet Skin Coat Makeup Primer,25.0,4.8,702,Primer,4.765013006317354
LORAC,PRO Skin Mattifying Primer,35.0,4.4,29,Primer,4.2932513049962715
J.Cat Beauty,Prime & Glow Face Illuminator Licorice Extract Pink,7.99,5.0,2,Primer,4.2578362573099415
KIKO Milano,Matte Face Base,9.0,3.5,6,Primer,4.140722761596548
HOURGLASS,Travel Size Nº 28 Primer Serum,24.0,4.7,3,Primer,4.254581901489118
Wet n Wild,Prime Focus Impossible Primer,7.49,4.3,174,Primer,4.284497595545432
Erborian,Skin Hero Bare Skin Perfector,46.0,4.5,187,Primer,4.446224611708483
Erborian,Travel Size Skin Hero Bare Skin Perfector,25.0,4.5,187,Primer,4.446224611708483
LORAC,Dewy Canvas Prep Moisturizer + Primer,37.0,4.6,19,Primer,4.335615848406547
jane iredale,Smooth Affair Illuminating Glow Face Primer,55.0,4.6,213,Primer,4.534031807436063
Wet n Wild,Prime Focus Brightening Primer Serum,8.49,4.5,100,Primer,4.414070255822834
Wet n Wild,Prime Focus Pore Minimizing Primer Serum,8.49,4.6,74,Primer,4.457298930729893
J.Cat Beauty,Instant Skin Brightening Tone-Up H2O Shield Primer,14.99,4.3,3,Primer,4.229839633447881
Too Faced,Travel Size Hangover Replenishing Face Primer,20.0,4.4,3040,Primer,4.397422531914511
Well People,Bio Brightener Priming Serum,25.0,4.5,281,Primer,4.4617066530542795
jane iredale,Smooth Affair Mattifying Face Primer,55.0,4.7,1015,Primer,4.67962962962963
ICONIC LONDON,Underglow Blurring Subtle Glow Primer,30.0,4.6,238,Primer,4.539849108367627
FLOWER Beauty,Skin Smoothie Power Matte Primer,12.5,4.2,6,Primer,4.222276159654801
Dior,Forever Glow Veil Makeup Primer,50.0,4.5,88,Primer,4.4063462338743244
Dior,Forever Velvet Veil Matte Primer,50.0,4.4,34,Primer,4.299965059399023
HOURGLASS,Jumbo Vanish Airbrush Primer,75.0,5.0,1,Primer,4.241875746714457
Perricone MD,No Makeup Instant Blur Priming Moisturizer,59.0,4.4,492,Primer,4.3852041343669255
Benefit Cosmetics,The POREfessional Pore Minimizing Primer Limited Edition,35.0,3.5,2,Primer,4.194678362573099
Charlotte Tilbury,Wonderglow Face Primer,55.0,2.7,3,Primer,4.130870561282933
NUDESTIX,Dewy Barrier Hydrating Stick,34.0,4.4,379,Primer,4.381265541159535
ICONIC LONDON,Velvet Smooth Pore-Refining Primer,29.0,4.6,284,Primer,4.548246501433147
Erborian,Matte Cream Mattifying & Blurring Primer,42.0,4.3,34,Primer,4.257197763801537
Laura Mercier,Mini Pure Canvas Primer Hydrating,25.0,4.6,177,Primer,4.523358302122347
Well People,Bio Bronzing Priming Serum,25.0,4.5,141,Primer,4.432960977062854
RMS Beauty,ReEvolve Radiance Locking Primer,45.0,4.8,770,Primer,4.76793037672866
LAURA GELLER,Spackle Skin Perfecting Primer: Hydrate,36.0,4.5,2,Primer,4.236783625730994
Erborian,Skin Hero Glow Non-Tinted Perfecter,25.0,3.7,3,Primer,4.192726231386025
J.Cat Beauty,Mattifying Face Primer,6.99,3.8,22,Primer,4.086625514403292
Wet n Wild,Photo Focus Face Primer,6.99,4.1,1583,Primer,4.10349844778767
Perricone MD,No Makeup Instant Blur,59.0,4.0,223,Primer,4.038164701013863
FLOWER Beauty,Supernova Celestial Skin Elixir,18.5,3.7,99,Primer,3.8653787004998077
Tarte,Timeless Smoothing Face Makeup Primer,42.0,4.2,812,Primer,4.201337868480726
LORAC,PRO Skin Glass Skin Primer,35.0,4.7,45,Primer,4.461295273173727
Lancôme,Priming Serum 24H Hydrating Solid Smoothing Primer,46.0,4.7,627,Primer,4.6678769103676165
Charlotte Tilbury,Travel Size Wonderglow Face Primer,25.0,5.0,1,Primer,4.241875746714457
Erborian,Travel Size Matte Cream Mattifying & Blurring Primer,20.5,4.3,34,Primer,4.257197763801537
LORAC,Light Source 3-in-1 Illuminating Primer,35.0,4.6,144,Primer,4.510011726766344
IT Cosmetics,CC+ Cream with SPF 50+,47.0,4.3,22287,Foundation,4.2992313982154915
Urban Decay Cosmetics,Face Bond Self-Setting Waterproof Foundation,20.0,4.4,1941,Foundation,4.3822273419859386
Estée Lauder,Double Wear Stay-in-Place Foundation,52.0,4.6,10951,Foundation,4.592825818606686
Clinique,Even Better Clinical Serum Foundation Broad Spectrum SPF 25,48.0,4.2,4330,Foundation,4.20080064814788
Lancôme,Teint Idole Ultra Wear 24H Full Coverage Foundation,53.0,4.5,10595,Foundation,4.494526167212464
Clinique,Even Better Makeup Broad Spectrum SPF 15 Foundation,39.0,4.4,3968,Foundation,4.39085147934772
MAC,Studio Fix Fluid SPF15 24HR Matte Foundation + Oil Control,19.5,4.1,1321,Foundation,4.116049235161093
Anastasia Beverly Hills,Impeccable Blurring Second-Skin Matte Foundation,46.0,4.3,742,Foundation,4.28182322428937
NARS,Light Reflecting Advanced Skincare Foundation,54.0,4.5,3069,Foundation,4.481959686450168
bareMinerals,ORIGINAL Loose Talc-Free Mineral Powder Foundation SPF 15,39.0,4.6,14816,Foundation,4.594671259520158
IT Cosmetics,CC+ Nude Glow Lightweight Foundation + Glow Serum with SPF 40,47.0,4.4,3955,Foundation,4.390822919398515
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Liquid Foundation,40.0,4.7,3904,Foundation,4.675447478783265
Dior,Dior Forever Fluid Skin Glow Foundation,57.0,4.5,2258,Foundation,4.476029726256059
Too Faced,Born This Way Natural Finish Longwear Liquid Foundation,47.0,4.3,20418,Foundation,4.299161756516514
MAC,Studio Radiance Serum Powered Foundation,46.0,4.3,1007,Foundation,4.285783631741223
Estée Lauder,Futurist Hydra Rescue Moisturizing Foundation SPF 45,55.0,4.4,5146,Foundation,4.392863889100465
bareMinerals,BAREPRO 24HR Skin Perfecting Talc-Free Matte Powder Foundation,42.0,4.5,564,Foundation,4.423516769615601
ILIA,Skin Rewind Complexion Stick,48.0,4.5,1499,Foundation,4.465379389495252
MAC,Studio Fix Powder Plus Foundation Makeup,30.8,4.6,2099,Foundation,4.565313264206764
NARS,Natural Radiant Longwear Foundation,54.0,3.9,1753,Foundation,3.933843466482488
ILIA,Super Serum Skin Tint SPF 40,48.0,4.5,6330,Foundation,4.49095604879845
Tarte,Face Tape Full Coverage Foundation,42.0,4.1,5657,Foundation,4.104186548835331
FENTY BEAUTY by Rihanna,Soft'Lit Naturally Luminous Hydrating Longwear Foundation,40.0,4.6,1576,Foundation,4.5551515709874035
Estée Lauder,Futurist Skin Tint Serum Foundation SPF 20,55.0,4.3,992,Foundation,4.285606112054329
FENTY BEAUTY by Rihanna,Eaze Drop Blurring Skin Tint,38.0,4.3,1002,Foundation,4.285724947042528
NYX Professional Makeup,Buttermelt Glaze Skin Tint SPF 30,16.0,4.3,505,Foundation,4.275791868540796
Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,52.0,4.7,3443,Foundation,4.672348372128212
KYLIE COSMETICS,Skin Tint Blurring Elixir Foundation,32.0,4.5,780,Foundation,4.440216671321974
Laura Mercier,Real Flawless Weightless Perfecting Waterproof Foundation,52.0,4.2,872,Foundation,4.203361241253423
bareMinerals,ORIGINAL Loose Matte Talc-Free Mineral Powder Foundation SPF 15,39.0,4.5,7220,Foundation,4.492039484753544
Lancôme,Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27,63.0,4.3,1868,Foundation,4.291676178652191
BOBBI BROWN,Weightless Skin Foundation SPF 15,57.0,4.7,1142,Foundation,4.625261307755976
Tarte,Amazonian Clay 16-Hour Full Coverage Foundation,29.4,3.4,1477,Foundation,3.5014288166673166
Maybelline,Fit Me Matte + Poreless Liquid Foundation,10.99,4.2,6522,Foundation,4.200539920832723
Clinique,Beyond Perfecting Foundation + Concealer,40.0,4.1,4622,Foundation,4.105083434329679
Dior,Forever Skin Perfect Stick,52.0,4.6,847,Foundation,4.5241981937091245
Lancôme,Teint Idole Ultra Wear Care and Glow Foundation,53.0,4.5,6687,Foundation,4.4914242294153
Clinique,Stay-Matte Sheer Pressed Powder Foundation,41.0,4.6,1539,Foundation,4.554202397886608
IT Cosmetics,CC+ Cream Illumination SPF 50+,47.0,4.3,7047,Foundation,4.297617135862913
IT Cosmetics,CC+ Cream Natural Matte Foundation with SPF 40,47.0,4.4,4131,Foundation,4.391195056069412
bareMinerals,BAREPRO 24HR Wear Skin-Perfecting Matte Liquid Foundation Mineral SPF 20,44.0,4.1,3425,Foundation,4.106757747019402
L'Oréal,Infallible Up to 32 Hour Fresh Wear Foundation,16.99,4.3,4469,Foundation,4.296304032940793
HOURGLASS,Veil Hydrating Skin Tint,49.0,4.6,312,Foundation,4.446396819386596
Morphe,Lightform Extended Hydration Foundation,20.0,4.4,616,Foundation,4.35369202315088
Maybelline,Super Stay Up to 30HR Wear Lumi-Matte Longwear Foundation,14.99,4.3,442,Foundation,4.273450045459137
Clinique,Even Better Refresh Hydrating and Repairing Makeup Foundation,42.0,4.0,571,Foundation,4.058294574950674
Maybelline,Super Stay 24H Skin Tint + Vitamin C,17.99,4.1,612,Foundation,4.129904830569575
NARS,Pure Radiant Tinted Moisturizer SPF 30,49.0,4.3,870,Foundation,4.283979005888592
Clinique,Almost Powder Makeup Broad Spectrum SPF 18 Foundation,40.0,4.3,420,Foundation,4.272521799134308
Clinique,Superpowder Double Face Makeup Foundation,40.0,4.6,951,Foundation,4.530992753376654
IT Cosmetics,Celebration Full Coverage Powder Foundation,49.0,4.3,3022,Foundation,4.294648925990024
about-face,THE PERFORMER Skin-Focused Foundation,24.0,4.3,577,Foundation,4.278008702200653
L'Oréal,True Match Nude Hyaluronic Tinted Serum,19.99,4.3,1595,Foundation,4.290416706168914
e.l.f. Cosmetics,Soft Glam Satin Foundation,8.0,4.0,94,Foundation,4.149989586497158
IT Cosmetics,Celebration Foundation Illumination,49.0,4.3,2153,Foundation,4.292680428449683
Too Faced,Born This Way Soft Matte Foundation,46.0,4.3,1737,Foundation,4.291115911165196
IT Cosmetics,Mini CC+ Cream with SPF 50+,22.0,4.3,22278,Foundation,4.299231090600463
e.l.f. Cosmetics,Camo Hydrating CC Cream SPF 30,15.0,4.4,2152,Foundation,4.383815496921234
Clinique,Acne Solutions Liquid Makeup Foundation,39.0,4.4,1708,Foundation,4.380067462305523
L'Oréal,Lumi Le Glow Skin Tint,16.99,4.1,143,Foundation,4.169721340256247
FENTY BEAUTY by Rihanna,Eaze Drop Blur + Smooth Foundation Stick,38.0,4.5,357,Foundation,4.395557337051238
Milani,Conceal + Perfect 2-in-1 Foundation + Concealer,11.99,4.1,2234,Foundation,4.110051915319866
IT Cosmetics,CC+ Airbrush Perfecting Powder Foundation,42.0,3.9,572,Foundation,3.9850039578947367
Charlotte Tilbury,Unreal Skin Sheer Glow Tint Hydrating Foundation Stick,46.0,4.3,807,Foundation,4.282985822489804
L'Oréal,Infallible 24H Fresh Wear Foundation In A Powder,16.99,4.1,708,Foundation,4.1267749709515
Tarte,Amazonian Clay Blurring Powder Foundation,28.0,4.1,56,Foundation,4.192589414157449
bareMinerals,Original Pure Serum Radiant Natural Liquid Foundation Mineral SPF 20,44.0,3.9,749,Foundation,3.9693027311299383
Maybelline,Lifter Stix Multi-Use Face Stick,12.99,4.2,131,Foundation,4.2106813875246525
NYX Professional Makeup,Bare With Me Blur Tint Soft Matte Foundation,14.0,3.7,715,Foundation,3.8171320985721
HOURGLASS,Ambient Soft Glow Foundation,58.0,3.9,89,Foundation,4.1226633431861295
Dermablend,Leg and Body Makeup,40.0,3.7,315,Foundation,3.906503275355772
TULA,Radiant Skin Brightening Serum Skin Tint SPF 30,42.0,4.2,738,Foundation,4.203836729591199
Tarte,Babassu Foundcealer Dewy Foundation SPF 20,40.0,4.4,2148,Foundation,4.383788033558283
Clinique,Redness Solutions Makeup Broad Spectrum SPF 15 With Probiotic Technology Foundation,40.0,4.5,866,Foundation,4.4449982256268425
PÜR,4-In-1 Love Your Selfie Longwear Foundation & Concealer,38.0,3.9,923,Foundation,3.9586525432592294
Anastasia Beverly Hills,"Medium Coverage, Natural Finish Luminous Foundation",42.0,4.3,3755,Foundation,4.295638353309015
L'Oréal,True Match Super-Blendable Foundation,13.99,4.4,4308,Foundation,4.391540061343797
CHANEL,ULTRA LE TEINT Ultrawear All-Day Comfort Flawless Finish Foundation,65.0,4.5,161,Foundation,4.340268310885248
Maybelline,Super Stay Up to 24HR Hybrid Powder-Foundation,14.99,4.1,810,Foundation,4.124095503659811
Milani,Conceal + Perfect Blur Out Skin Tint Stick,16.99,4.2,222,Foundation,4.208427459954234
IT Cosmetics,Bye Bye Foundation Full Coverage Moisturizer with SPF 50+,47.0,4.2,5002,Foundation,4.200697403138453
Urban Decay Cosmetics,Hydromaniac Hydrating Dewy Foundation,35.0,4.3,4012,Foundation,4.295903901002135
Lancôme,Teint Idôle Ultra Wear Foundation Stick,50.0,4.6,581,Foundation,4.4986831282572135
Revolution Beauty,Skin Silk Serum Foundation,14.0,3.8,143,Foundation,4.047932837772216
CHANEL,LES BEIGES Healthy Glow Foundation Hydration and Longwear,65.0,4.7,118,Foundation,4.3913960033774275
BOBBI BROWN,Skin Foundation Stick,54.0,4.6,516,Foundation,4.489602677842487
Juvia's Place,I Am Magic Velvety Matte Foundation,22.0,4.1,5930,Foundation,4.104000381496968
KYLIE COSMETICS,Natural Blur Powder Foundation,36.0,4.4,501,Foundation,4.346194075473796
Polite Society,More Than a Pretty Face Skin-Caring Foundation,42.0,4.2,288,Foundation,4.207308883067397
ULTA Beauty Collection,Complexion Crush Foundation,16.0,3.9,31,Foundation,4.176417657045841
Clinique,Beyond Perfecting Powder Foundation + Concealer,40.0,4.4,695,Foundation,4.357737729726584
Juvia's Place,I am Magic Natural Radiance Foundation,23.0,3.9,350,Foundation,4.018747147260194
jane iredale,PurePressed Base Mineral Foundation Refill,46.0,4.7,2950,Foundation,4.66803334402319
CHANEL,N°1 DE CHANEL Revitalizing Foundation,80.0,4.4,216,Foundation,4.310133667502089
r.e.m. beauty,Sweetener Foundation,35.0,4.4,566,Foundation,4.35070537517609
PÜR,4-in-1 Tinted Moisturizer Broad Spectrum SPF 20,36.0,4.4,1146,Foundation,4.371801765065681
Dior,Forever Hydra Nude Foundation,57.0,4.6,266,Foundation,4.4315293889642575
Tarte,Travel-Size Face Tape Full Coverage Foundation,18.0,4.2,396,Foundation,4.206004695754255
Smashbox,Halo Healthy Glow Tinted Moisturizer Broad Spectrum SPF 25,41.0,4.3,1697,Foundation,4.290929490940465
HOURGLASS,Vanish Seamless Finish Foundation Stick,49.0,4.0,147,Foundation,4.127675346260388
Tarte,Shape Tape Cloud CC Cream Broad Spectrum SPF 15 Sunscreen,42.0,4.1,321,Foundation,4.14631653390903
ILIA,True Skin Serum Foundation,54.0,4.4,1676,Foundation,4.3797291298794665
Smashbox,Always On Skin-Balancing Foundation with Hyaluronic Acid + Adaptogens,45.0,4.3,1303,Foundation,4.288566270196901
BOBBI BROWN,Vitamin Enriched Hydrating Skin Tint SPF 15,48.0,4.3,341,Foundation,4.268576723498888
L'Oréal,Infallible Pro-Matte Liquid Longwear Foundation,14.99,4.1,3054,Foundation,4.10752603757152
Juvia's Place,I am Magic Powder Foundation,18.0,3.9,113,Foundation,4.106080192723858
PÜR,4-in-1 Pressed Mineral Makeup Broad Spectrum SPF 15,32.0,4.5,7006,Foundation,4.491803380632032
ULTA Beauty Collection,Moisturizing Complexion Stick,16.0,4.3,648,Foundation,4.2798300870285955
ULTA Beauty Collection,Adjustable Coverage Powder Foundation,16.0,4.4,481,Foundation,4.344635048323453
ColourPop,Pretty Fresh Hyaluronic Hydrating Foundation,16.0,4.3,1360,Foundation,4.2889815785281264
KVD Beauty,Good Apple Full-Coverage Transfer-Proof Serum Foundation,42.0,4.1,1988,Foundation,4.11117730895677
NYX Professional Makeup,Can't Stop Won't Stop 24HR Full Coverage Matte Foundation,15.0,4.1,3751,Foundation,4.10620146256051
Clinique,Stay-Matte Oil-Free Makeup Foundation,39.0,4.3,1459,Foundation,4.289635451584153
Morphe 2,Hint Hint Skin Tint,18.0,4.3,2672,Foundation,4.293998903984473
CHANEL,ULTRA LE TEINT Ultrawear All-Day Comfort Flawless Finish Compact Foundation,70.0,4.4,18,Foundation,4.231834288692028
KVD Beauty,Good Apple Skin-Perfecting Hydrating Foundation Balm,42.5,3.8,1655,Foundation,3.84684690470981
Maybelline,Fit Me Dewy + Smooth Foundation,10.99,4.2,10192,Foundation,4.200349413974788
Essence,16h Cover & Last Powder Foundation,5.99,3.9,178,Foundation,4.0714895858108795
Revolution Beauty,IRL Filter Longwear Foundation,13.0,3.5,200,Foundation,3.8667913063048585
MAC,Studio Fix Powder Plus Foundation Makeup,30.8,4.6,2099,Foundation,4.565313264206764
Juvia's Place,I Am Magic Glow Radiance Booster,25.0,3.9,31,Foundation,4.176417657045841
BLK/OPL,TRUE COLOR Skin Perfecting Stick Foundation SPF 15,13.5,4.5,277,Foundation,4.378373968339873
Estée Lauder,Double Wear Makeup Pump,13.0,4.2,280,Foundation,4.207428394696501
Rabanne,Fresh Touch 24H Radiant Foundation,42.0,4.1,178,Foundation,4.16341986340933
Maybelline,Instant Age Rewind Instant Perfector 4-In-1 Glow Makeup,13.99,3.8,1806,Foundation,3.8433367284978353
Essence,Keep Me Covered Powder,5.99,2.7,20,Foundation,4.0849916776674515
Juice Beauty,PHYTO-PIGMENTS Flawless Serum Foundation,45.0,3.9,1317,Foundation,3.943511444458813
Smashbox,Mini Halo Healthy Glow Tinted Moisturizer Broad Spectrum SPF 25,20.0,4.3,1697,Foundation,4.290929490940465
CoverGirl,Olay Simply Ageless 3-in-1 Liquid Foundation,18.49,4.1,1650,Foundation,4.113209273688456
CoverGirl,Clean Fresh Skin Milk Foundation,12.49,4.0,2664,Foundation,4.015830276552776
NUDESTIX,Tinted Cover Foundation,38.0,4.3,1099,Foundation,4.2867833687026655
Youthforia,DATE NIGHT Skin Tint Serum Foundation,33.6,2.7,328,Foundation,3.2909899341186843
ULTA Beauty Collection,Velvet Matte Longwear Foundation,1.6,3.5,207,Foundation,3.860623044096729
Revlon,Illuminance Serum Tint,18.99,4.3,1841,Foundation,4.29156656120242
CoverGirl,Simply Ageless Skin Perfector Essence Foundation,21.49,4.1,1581,Foundation,4.113718386876281
Dior,Forever Natural Matte Velvet Compact Foundation,60.0,4.7,93,Foundation,4.36587044534413
Essence,Keep Me Covered Long-Lasting Foundation,6.99,3.3,178,Foundation,3.795698753015528
Laura Mercier,Smooth Finish Foundation Powder,52.0,4.2,520,Foundation,4.204983671039099
CoverGirl,Olay Simply Ageless Instant Wrinkle-Defying Foundation with SPF 28,18.49,4.0,2672,Foundation,4.0157863226395705
Estée Lauder,Double Wear Stay in Place Matte Powder Foundation Refill,27.3,4.3,144,Foundation,4.251052631578947
L.A. Girl,Pro.Matte Foundation,8.99,3.8,447,Foundation,3.933080902255639
Pacifica,Kind Tint Tinted Serum,14.0,3.7,301,Foundation,3.912169215296939
UOMA Beauty,Say What?! Foundation,39.0,3.9,31,Foundation,4.176417657045841
LORAC,PRO Soft Focus Longwear Foundation,38.0,4.1,119,Foundation,4.174819016314587
Estée Lauder,Double Wear Sheer Long-Wear Foundation SPF 19,36.4,4.4,3487,Foundation,4.389660965060606
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,40.0,4.2,162,Foundation,4.209789473684211
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,49.0,3.8,51,Foundation,4.135578644016381
BLK/OPL,TRUE COLOR Mineral Matte Crème Powder Foundation SPF 15,14.95,4.4,35,Foundation,4.2435387598987235
MAC,Studio Waterweight SPF 30 Liquid Foundation Makeup,44.0,4.0,442,Foundation,4.069841600161633
BLK/OPL,Pore Perfecting Liquid Foundation,14.95,4.0,63,Foundation,4.167068290561114
NARS,Soft Matte Complete Foundation,42.0,4.1,523,Foundation,4.133539559037573
KIKO Milano,Full Coverage 2-In-1 Foundation & Concealer,13.0,4.5,23,Foundation,4.245357770098011
jane iredale,Beyond Matte Liquid Foundation,52.0,4.2,1526,Foundation,4.202094419884895
Tarte,Maracuja Juicy Glow Tint,42.0,3.7,75,Foundation,4.08085960283294
NATASHA DENONA,HY-GLAM Powder Foundation Refill,39.0,4.0,1,Foundation,4.216334564115401
Revolution Beauty,Conceal & Define Full Coverage Foundation,6.0,3.9,1638,Foundation,3.935950381434707
Dior,Dior Forever Foundation Fluid Matte,57.0,4.5,3301,Foundation,4.483152009715907
RMS Beauty,ReEvolve Natural Finish Foundation,55.0,4.4,902,Foundation,4.36561020661891
L.A. Girl,Sheer Skin Tinted Foundation,4.49,4.2,54,Foundation,4.213805668016195
LAURA GELLER,Baked Balance-n-Brighten Color Correcting Foundation,38.0,4.9,13,Foundation,4.257297377301522
LAURA GELLER,Balance-n-Glow Baked Illuminating Foundation,38.0,3.3,9,Foundation,4.179538795442214
CoverGirl,TruBlend Matte Made Liquid Foundation,13.49,4.2,5155,Foundation,4.200677511694135
FLOWER Beauty,Get Real Serum Foundation,17.0,4.0,330,Foundation,4.084347412341703
FLOWER Beauty,Light Illusion Liquid Foundation,14.3,4.0,773,Foundation,4.046306278549517
BLK/OPL,TRUE COLOR Pore Perfecting Crème Powder Foundation,14.95,3.9,40,Foundation,4.166436678456423
e.l.f. Cosmetics,Camo Powder Foundation,11.0,4.0,1045,Foundation,4.036264175487553
J.Cat Beauty,Aquasurance Compact Foundation,14.99,4.2,319,Foundation,4.206879966124492
Beautycounter,Skin Twin Featherweight Foundation,5.2,4.6,1901,Foundation,4.562058685987566
IT Cosmetics,Your Skin But Better Foundation + Skincare,18.4,4.2,2205,Foundation,4.201505371069799
Well People,Supernatural Complexion Stick,25.0,4.5,217,Foundation,4.361253588516747
e.l.f. Cosmetics,Flawless Satin Foundation,6.0,4.0,4052,Foundation,4.010673943585864
ICONIC LONDON,Super Smoother Blurring Skin Tint,32.0,4.8,6,Foundation,4.233609022556391
Naked Sundays,BeautyScreen Peptide Foundation Tint SPF50,32.3,4.7,95,Foundation,4.368066859836527
mented cosmetics,Skin by Mented Foundation,30.0,4.0,87,Foundation,4.153533644237176
L.A. Girl,Pro Coverage Liquid Foundation,8.99,4.2,539,Foundation,4.204857122760125
Exa,High Fidelity Foundation,3.8,4.0,51,Foundation,4.174771727589868
L'Oréal,Age Perfect Radiant Serum Foundation,17.99,4.5,2612,Foundation,4.479037427418791
J.Cat Beauty,Perfextion Long Wearing Foundation,5.99,5.0,1,Foundation,4.2210908066837725
LAURA GELLER,Double Take Baked Full Coverage Foundation,38.0,5.0,2,Foundation,4.224777950794145
Wet n Wild,PhotoFocus Liquid Foundation,6.99,4.1,10702,Foundation,4.10225082755003
Tarte,Travel Size Shape Tape Cloud Cream Broad Spectrum SPF 15 Sunscreen,18.0,4.0,4,Foundation,4.213291170481891
